,index,commentID,userDisplayName,userLocation,commentBody,recommendations,replyCount,replies,editorsSelection,recommendedFlag,isAnonymous
0,0,107400406,Peter,New York,"Identity politics brings out the worst in people. Whether it is Amy Cooper, Jussie Smollett, riots where people attacks innocents to prove another point, all it shows is that the accusers are flawed, that victimhood is a very problematic position, fraught with unfair aggression. How quickly victims turn to perpetrators today is probably due to how the position is celebrated in media. No wonder. Victimhood allows you to spit in the face of others without consequences - it is the most entitled and privileged position there is today. What happens to a society when it only celebrates weakness? It is the beginning of the end. The downfall of true morality and individual happiness and trust. Because you cannot trust the person who solves life by accusing, not through overcoming and giving. People of color are becoming incredibly racist in the USA. I have read books about race presented with such bias that they made me imagine that this is how Mein Kampf was written, Hitler’s statement of victimhood and moral superiority. The racist always feels morally superior. When the thesis of much of this literature and its reachers are based on the premise that their skin color makes them morally superior, then we must take heed. History has taught us this is racism.",0,0,[],False,0,False
1,1,107400445,AACNY,New York,"Not so ""peaceful"" in the Bronx last night.",1,0,[],False,0,False
2,2,107400536,karen,florida,I was awaiting a huge bolt of lightening to explode over Trump while he was mishandling the Bible.,2,0,[],False,0,False
3,3,107399648,Kris,"Valencia, Spain","Trump has never read a book in his life, let alone the Bible.",0,0,[],False,0,False
4,4,107399557,yves rochette,"Quebec,Canada",We are proud of you...fight the tyranny ! We will help you,0,0,[],False,0,False
5,5,107399805,Sandra,Colorado,"Dangerous superficial one liners is what this Reality President loves because that is what his brain can understand. “The only good Democrat is a Dead Democrat”,  a few weeks ago, now “when the looting starts, the shooting starts” two days ago. These are the phrases which guide his world view. He ties to brand everything and everybody, “Lyin’ Ted” and uses one liners as his personal mission statements. 

He is a danger to our country and to the world.

He must be removed. Prosecute him. Remove him now, not November, as November may never come.",2,0,[],False,0,False
6,6,107398183,Mark In PS,Palm Springs,"The caption under the photo of Trump in front of St. John church should have been the Sinclair Lewis quote ""When fascism comes to America it will be wrapped in the flag and carrying a cross.""",5,0,[],False,0,False
7,7,107399166,There for the grace of A.I. goes I,san diego,The Quiet Citizens ....see an Empty display of aggression in support of the resisting of arrest when being taken in for a Crime/ Yes Excessive Force is a Crime as well and the Cop will have his day in court/ Where is the presumed Innocent?  The fact that it's being played up as a Race statement is going to be looked back on as the Card that took away more Freedom's than it gave / Just look at China and how they dye their Water cannons with blue dye so they can Arrest those who protest/ The only difference between Biden's / Sanders Socialism and Communism is Communist point a Gun at your head!,0,0,[],False,0,False
8,8,107399747,Henry Porter,Brownsville,"That loud, grinding sound you are now hearing coming from California is the sound of Ronald Reagan spinning in his grave. I am sure he is as embarrassed and disturbed by the actions of the thugs and criminals who hide behind the mantle of “protesters” while stealing everything they can grab as we all are.  

Ronnie, we sorely miss you.",1,0,[],False,0,False
9,9,107400392,Cjmesq0,"Bronx, NY",What’s the point of the NYOD arresting rioters and looters when Cuomo’s “bail reform” law lets them out a few hours later...to go back on the street to riot and looting?,2,0,[],False,0,False
10,10,107400346,AACNY,New York,"""Peaceful Protesters Defy Curfew""?

A curfew is mandatory.  Violating curfew isn't a ""peaceful"" act.  The Times continues its efforts to defend protestors.  It clearly doesn't realize they are no friend to Black Americans.",1,0,[],False,0,False
11,11,107400340,Robert,"Princeton, NJ","So the ""Peaceful Protester"" narrative continues.  Try telling that to the shop owners who saw their livelihoods destroyed last night by looters and arsonists.  When they make a curfew, it is illegal to be out, protesting or otherwise.",1,0,[],False,0,False
12,12,107400372,Sophia,London,"This is coming to a crisis. America will have to choose. Trump's way or a new way. You have to choose, each of you. I don't know which it'll be. But I do know that if its Trump's way, America is finished.",6,0,[],False,0,False
13,13,107400256,Tyyaz,California,"America is in desperate need of enlightened leadership in Washington and we need it now. Our cities are burning and there is enormous pressure for Joe to pick a “woman of color” as his Veep. However, his selection should not be based upon political expediency, but on color-blind preconditions of basic competence and relevant experience. Yet, we must demonstrably reconcile the brutal reality of slavery and the silent hypocrisy of Jim Crow with the high-sounding principles of our founding Constitution and established institutions. This contradiction is, and remains, the “Original Sin” that continues to taint our aspirational beginnings.

Elizabeth Warren is still the most qualified candidate to help Biden structurally transform the “Last Mile” of our broken economic system where most of our people struggle to survive (and to be prepared to step into Joe’s shoes on “Day One” if necessary). Concurrently, our country needs more than a politically expedient figurehead to implement systemic change in the administration of justice in our corridors of power. Thus, to show that he has the wisdom to be a “transformative President” as he proclaims, Joe Biden should immediately hold a news conference with Betsy Warren as his selected VP and Barack Obama as his nominated Attorney General to lead the Department of Justice. The Biden/Warren/Obama Trifecta of Decency/Fairness/and Trust in Government will bring us back from the brink of what is truly an existential crises.",1,0,[],False,0,False
14,14,107400527,Bryan P. Auza,The Yay Area Of Northern California,"Despite the awful tragedy that has claimed the life of Mr. George Floyd, the individuals who have been organizing peacefully to demonstrate their anger, disappointment, disgust, displeasure, and frustrations with the system should continue to protest in a non-confrontational and non-destructive way. Though most of the coverage by all outlets of news sources(longstanding and social media platforms) have been focusing on the deaths and injuries to the groups of people who have constantly faced discrimination for many generations, and further deaths(including those within law enforcement ranks), the resulting damages to businesses and property; the effect that it has is only feeding Trump and his supporters flame.

The news and social media outlets should utilize more space and time on their platforms to cover and highlight the positive experiences and outcomes of the protests and demonstrations, than show what embarrassing and shameful act Trump does next-and the resulting carnage that ensues. That way the possibility of those actors(whoever's side they are on) inciting theft and violence may ease up. The US Military's purpose is to protect this country against all enemies, foreign and domestic. Never to disperse a crowd of peaceful demonstrators so that a would be Commander-In-Chief can stroll to a place of worship for a ""dishonorable"" photo-op.

I am quite concerned come this November... I am in the same car with Prime Minister Trudeau. Watching with consternation and horror.",4,0,[],True,0,False
15,15,107398819,Walter,California,Why are we supposed to care what W Bush has to say?  He sits and does paintings of young men he sent to an illegal war which has basically never ended.   He is mindless violence personified and one of the major reasons for the decline of this country in the last twenty years.  He is utterly immoral.,9,0,[],False,0,False
16,16,107399964,PRB,Pittsburgh,"I'm ready to be 60 year old peaceful protester. If this is what it takes to send a message to our law enforcement communnity that it is not ok to put a knee on a guys neck, so be it.",9,1,"[{'commentID': 107400242, 'status': 'approved', 'commentSequence': 107400242, 'userID': 48235973, 'userDisplayName': 'Pete', 'userLocation': 'Melbourne', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': ""Your comment nails the point  - the officer's action was entirely reckless and yes, criminal behavior, whether the victim was black, white, Asian, Native American, Arab, you name it."", 'createDate': '1591176568', 'updateDate': '1591201778', 'approveDate': '1591185963', 'recommendations': 3, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107399964, 'parentUserDisplayName': 'PRB', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107400242', 'isAnonymous': False}]",False,0,False
17,17,107399992,SLD,California,"We need to take the anger,determination, need for big change on the streets to the polls in November. I hope the thousands of young people protesting the ongoing racism and police brutality will vote. Donald Trump does not deserve to be President or anything else. Racism, pandemic and Trump makes America sick, not great. Vote for a better country for everyone. Trump, worst President in the history of our country!",6,0,[],False,0,False
18,18,107399664,ETinSyd,Sydney,"Waiting for the inevitable Tiananmen Square moment with rolling tanks down Pennsylvania Avenue...this time the tanks will not stop, very sad indeed. Peace IS the only answer & remember,  There is only one race. The human race.",4,0,[],False,0,False
19,19,107399973,Andrew,Scotland,People of Scotland and the whole of the UK are protesting and standing with good people of the USA against racism.  Protest events are being held across the UK.,6,0,[],False,0,False
20,20,107398989,whatever,location,"NPR
@NPR
Dozens of public health and disease experts have signed an open letter in support of the nationwide anti-racism protests.

""White supremacy is a lethal public health issue that predates and contributes to COVID-19,"" they wrote.",6,0,[],False,0,False
21,21,107398219,Talking to Grownups,"Sacramento, CA","Retired St. Louis Police Chief David Dorn, murdered by looters in St. Louis.

Downtown Sacramento, CA small businesses decimated by these protesters. Windows smashed. Buildings defaced. And now, curfews.

I am African American and the descendant of slaves on both my parents' sides. This nightmare has absolutely nothing to do with civil rights or civil liberties. Quite the opposite. These people are destroying small businesses, neighborhoods, livelihoods, individual freedoms (curfews), and futures.

There will be a reckoning, only not with Trump. Trump was self-destructing all by himself by virtue of his sorry character until these people and the willfully blind media coverage of them decided to try and save him.

Well done.",6,0,[],False,0,False
22,22,107398904,TYO,WA,"So...among the active brainstorming sessions at the White House on how to look tough, were there any on how to address the underlying cause of the protests?",2,0,[],False,0,False
23,23,107400047,SHAKINSPEAR,In a Thoughtful State,"Don't play the odds you will be safe demonstrating with Trump as President. He desires sadistic control of the nation. Don't satisfy him.

Before the demonstrations, I termed Trump an Anarchist. Now his people are calling everyone else the same thing. It's a propaganda battle now.

I took issue with the photo of all the troops standing guard at the Lincoln Memorial, the tribute to a man who ended slavery by law, but we are all slaves of the troops.",0,0,[],False,0,False
24,24,107399814,Ramesh Sargam,"Bengaluru, India","Why would a leader, choose to go stand in front of a church with a Bible? With no rational reason whatsoever.. it calls to mind a strange picture of some prominent people gathered around him , laying hands on him in prayer...
why are the press who hitherto only faced verbal assault, are now facing physical assault?
Why is the national guard ready to strike?
I won't say anything more...!",1,1,"[{'commentID': 107400180, 'status': 'approved', 'commentSequence': 107400180, 'userID': 48235973, 'userDisplayName': 'Pete', 'userLocation': 'Melbourne', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': ""Like many others, I was surprised that Bible didn't burst into flames.  Or that Trump didn't.  One of the two.  Preferably the latter."", 'createDate': '1591175545', 'updateDate': '1591194773', 'approveDate': '1591175825', 'recommendations': 3, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107399814, 'parentUserDisplayName': 'Ramesh Sargam', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107400180', 'isAnonymous': False}]",False,0,False
25,0,107400079,Olivia,NYC,These protesters were ordered to leave. They refused. Protesters don’t own the streets. They got what they deserved.,3,3,"[{'commentID': 107400148, 'status': 'approved', 'commentSequence': 107400148, 'userID': 80885287, 'userDisplayName': 'Bev', 'userLocation': 'Australia', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@Olivia  So what does free speech mean to you?  As I understood what happened was peaceful citizens exercising their right to free speech which is part of the US makeup.  They should not have to clear the streets so a President can pose for a photo opportunity.  A bigger man would have walked among them.  We had a situation in Australia where the Prime Minister was very unpopular during the bushfire crisis our PM went out and walked among them even those who abused him and those who were glad to see him.  that is the mark of true leader.', 'createDate': '1591175036', 'updateDate': '1591177318', 'approveDate': '1591175183', 'recommendations': 4, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107400079, 'parentUserDisplayName': 'Olivia', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107400148', 'isAnonymous': False}, {'commentID': 107400263, 'status': 'approved', 'commentSequence': 107400263, 'userID': 73444633, 'userDisplayName': 'AACNY', 'userLocation': 'New York', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': ""@Olivia \n\nIt has come to the point where it's protesters vs. law and order.  Law and order wins every time.  It will be the president who restores it, and Americans will be glad to see it.  Millions are wondering what took government so long to stop it."", 'createDate': '1591176859', 'updateDate': '1591185947', 'approveDate': '1591184514', 'recommendations': 1, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107400079, 'parentUserDisplayName': 'Olivia', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107400263', 'isAnonymous': False}, {'commentID': 107400192, 'status': 'approved', 'commentSequence': 107400192, 'userID': 48235973, 'userDisplayName': 'Pete', 'userLocation': 'Melbourne', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': ""Yep, say what you like about ScoMo, he put himself out there and he took the abuse on the chin.  Trump is far too precious, fussy, and prissy to ever do that.  His ego is made of the finest, most delicate crystal imaginable.  Look at the rage he exhibits after the mildest personal criticism, the violent anger, the slanderous jibes.  He's not just a failure of a leader, he has serious and intractable psychological problems."", 'createDate': '1591175745', 'updateDate': '1591194842', 'approveDate': '1591185971', 'recommendations': 2, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107400079, 'parentUserDisplayName': 'Olivia', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107400192', 'isAnonymous': False}]",False,0,False
26,1,107399718,Swampfighter,NC,"""Protests have largely been peaceful""??? This has 'largely' not been the case, certainly not in my hometown.

Does the Times not think there is any relation between ""the arrival of dozens of military vehicles on Washington's streets"" on Tuesday, and the ""slowing of violent clashes"" with police? 

The ongoing failure of many mayors to order a graduated police response to incidents of violence seems to have emboldened the small percentage of protesters who are violent. In the Lafayette Park incident, the USPP reported that protesters attacked them with bricks and bottles as the USPP was setting up a security fence. It was then that the USPP dispersed protesters.",5,0,[],False,0,False
27,2,107399388,Unhappy JD,Flyover Country,When will the police department determine if George Floyd and Derek Chauvin had a personal relationship ?,1,0,[],False,0,False
28,3,107399408,B,Colorado,"This juxtaposition can’t be overemphasized:

1) white heavily ARMED protestors inside the Michigan Capitol building yelling at law officers without any pushback.

2) peaceful protestors and media coverage exercising their FIRST AMENDMENT right to free speech and assembly being shot at with rubber bullets and tear gas, sprayed in the face with pepper spray, and hit with night sticks.

This is a big part of what this is all about. Unchecked and overuse of force against Americans exercising constitutional rights.

There is an unspoken caste system in America. It’s a major problem that needs to be addressed.",5,0,[],False,0,False
29,4,107399869,RR,California,"Mayor Steinberg of Sacramento, California called in the National Guard.  Not that Sacramento, its suburbs or the neighboring cities such as Fairfield, or farther even, San Jose, California, matter much, but the National Guard has helped quell the very intense vandalism and whole sale looting which has accompanied the protests.  Sac Chief of Police Hahn needed them. 

There was an early curfew and it was enforced an hour after its expiration time.  

These are youth anywhere from fourteen years of age, to twenty-five in the streets of major US cities.  This is their first protest, it seems, without leadership.  They have no codified demands. They shout and have the stamina to stay up all night days at a time.  But there is a spark of a beginning of something, of which they have no idea what it is or what to do with it. 

They aren't even taking the opportunity to register to vote, or perform the census online.  

I think they are protesting 

the lack of a job
the lack of a future with a job
the lack of secure housing
the lack of a future with happiness
having to return to parents

Police misconduct is NOT all racial - it is aimed at anyone who is not wealthy.  The worst color to be in this country is green, that is to be disabled.  

There are no disabled protesters in wheelchairs or with oxygen tanks in any of the George Floyd protests. There is an entire continuum of people adversely treated by Police Sheriff.  The dialogue about police I want transcends race.",2,1,"[{'commentID': 107400250, 'status': 'approved', 'commentSequence': 107400250, 'userID': 76267885, 'userDisplayName': 'Bob Guthrie', 'userLocation': 'Australia', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': ""@RR \nGroping Gate\nHelsinki- Gate\nColluding Gate\nLying-Gate\nKurd-Gate\nZelensky-Gate\nCaged children-Gate\nTarrif-Gate\nAnd\nHeaven's Gate.\nSorry. Delete the last one. That was a different cult."", 'createDate': '1591176689', 'updateDate': '1591186858', 'approveDate': '1591186360', 'recommendations': 1, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107399869, 'parentUserDisplayName': 'RR', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107400250', 'isAnonymous': False}]",False,0,False
30,5,107399677,Kris,"Valencia, Spain","I am all about protests, especially if they are peaceful. Unfortunately, peaceful protesting has very low impact on the people in power; in the end, it appears that only violence, with occasional exceptions, can lead to profound change. Let current events be a lesson to our lawmakers: don't push citizens to their limits.",1,2,"[{'commentID': 107400137, 'status': 'approved', 'commentSequence': 107400137, 'userID': 86221833, 'userDisplayName': 'nolongeradoc', 'userLocation': 'London, UK', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@Kris \n\nIn 1775, protests turned violent. Peaceful protests had achieved nothing.\n\nGo figure...', 'createDate': '1591174811', 'updateDate': '1591179346', 'approveDate': '1591175828', 'recommendations': 1, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107399677, 'parentUserDisplayName': 'Kris', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107400137', 'isAnonymous': False}, {'commentID': 107400405, 'status': 'approved', 'commentSequence': 107400405, 'userID': 19926270, 'userDisplayName': 'novoad', 'userLocation': 'USA', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@nolongeradoc\n\nThey may not teach that in London, but the ""revolution"" in the American Revolution was NOT the start of looting by revolutionaries.\n\nOn the contrary, the revolutionaries were hard working people who did not want to be looted by others. More like the Republicans here.', 'createDate': '1591178421', 'updateDate': '1591184511', 'approveDate': '1591184511', 'recommendations': 0, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107400137, 'parentUserDisplayName': 'Kris', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107400405', 'isAnonymous': False}]",False,0,False
31,6,107399936,copeching,dk,"The conditions of lack of universal healthcare, housing, justice, a living wage, and on and on, are not peaceful. People living under these conditions with varying levels of severity and stress are not living in peaceful times. Being denied basic rights is not living under peaceful times. Take back the narrative my fellow Americans.",1,0,[],False,0,False
32,7,107399703,john,nyc,Was Joe Biden's photo op of him on his knee in a Black Church any more authentic than Trump's photo op?,2,1,"[{'commentID': 107400225, 'status': 'approved', 'commentSequence': 107400225, 'userID': 76267885, 'userDisplayName': 'Bob Guthrie', 'userLocation': 'Australia', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@john \nYes it was actually. But it was a novel experience to see DJT anywhere near a book. \nAnyway Biden did not attack American citizens with military force to get inside the church.\nI was dismayed to see Australian journalists attached for just doing their job; the photographer with a shied in a way that could have killed him; and lady whacked on the back with a baton\n<a href=""https://www.youtube.com/watch?v=y5GNB_7cQxY"" target=""_blank"">https://www.youtube.com/watch?v=y5GNB_7cQxY</a>', 'createDate': '1591176409', 'updateDate': '1591191900', 'approveDate': '1591185420', 'recommendations': 2, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107399703, 'parentUserDisplayName': 'john', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107400225', 'isAnonymous': False}]",False,0,False
33,8,107393557,DT,Arizona,Is there no bottom to the depravity of Barr? He needs to go!,2,0,[],False,0,False
34,9,107400020,sam finn,california,"Why should protesters -- whether or not ""peaceful"" --
be given any greater right to ""defy curfews"" --
than any one else?

Likewise, why should people
be allowed to congregate without ""social distancing""
to protest
any more than anyone else congregating without social distancing for any other reason?

The right of ""free speech"" is a right to speak without government interference with the content of the speech.

If someone can defy curfews --
or defy regulations about ""social distancing"" --
to speak about George Floyd,
then anyone else ought to be able to defy curfews
or defy regulations about social distancing --
to speak about any other topic whatsoever.",6,0,[],False,0,False
35,10,107399870,KMcNiff,"Tucson, AZ","If the narrative belongs to the citizens of this country, we should then be allowed to share our voice if we are grateful that only peaceful protests are tolerated. Harvard research has indicated that peaceful protests are significantly more successful than violent ones and it was the inspiration of Martin Luther King and his narrative of non-violence which brought us the Fair Housing Act of 1968.

Peaceful protests in the streets and presence at the ballot box are the only means of real change.

I for one am grateful that my city has honored the curfew imposed by our governor, and that organization and purpose won here, over chaos and violence.",3,0,[],False,0,False
36,11,107399093,Isabellabird,Sydney,"I wish I was brave enough to protest out the front of the headquarters of Fox News. The sign would be something like ""Blood on your hands"" I wouldn't be violent but gees it would be tempting. Then there is all the donors to the Republican/Democrat parties who have made sure that no policy change affects them except for the better.  The inequality in the USA is remarkable because of the overwhelming belief of American exceptionalism.  So disheartening.",20,1,"[{'commentID': 107400095, 'status': 'approved', 'commentSequence': 107400095, 'userID': 60364754, 'userDisplayName': 'Olivia', 'userLocation': 'NYC', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@Isabellabird Exactly why does Fox News have “blood on their hands?” America is exceptional. It amazes me that so many people who seem to hate our country continue to live here, including all of the liberal hypocrite celebrities who vowed to leave this country, but none did.', 'createDate': '1591174008', 'updateDate': '1591182804', 'approveDate': '1591175827', 'recommendations': 3, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107399093, 'parentUserDisplayName': 'Isabellabird', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107400095', 'isAnonymous': False}]",False,0,False
37,12,107399201,carlo1,"Wichita, KS","While I can't afford my subscription .. your article, ""How trump's idea for a photo OP led to havoc in park."" is, perhaps, the finest I have ever seen in journalism, graphics, and photos  ... I find, no reason not to keep my subscription going.  It's a stunning report that makes me, as trump does, claim it as mine. 
(For background, I grew up watching Linotype operators at work.)
And to keep it on target, I enjoy live updates ...
(If I have to live in a 24-hour world then I want, up-to-the-minute, 24-hour news.  Print vs. TV ... Print give me a chance to mull over a thought while TV entertains the eyes. ) 

The world doesn't sleep and you would know this if you listen to the rocks.",10,0,[],False,0,False
38,13,107398993,Isabella,Here And There,The president must resign now for the good of our Country. Our Country cannot take another five months of all this hatred.,20,1,"[{'commentID': 107399816, 'status': 'approved', 'commentSequence': 107399816, 'userID': 41165199, 'userDisplayName': 'Hello', 'userLocation': 'Sf Bay Area', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': 'I am so hopeful this is the tide turning. I hope George W’s statement is only the beginning of the public outcries of many other prominent Republicans. Other thought - watched the video of the Bible posing, and you can see the fear in the eyes.', 'createDate': '1591169066', 'updateDate': '1591174303', 'approveDate': '1591174303', 'recommendations': 0, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107398993, 'parentUserDisplayName': 'Isabella', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107399816', 'isAnonymous': False}]",False,0,False
39,14,107398653,Consultp,the 4 corners,"Just started watching season 1 episode 1 of the good fight.
Poor man was beat by the police and lived, 
George Floyd DIED of no reason except a bad policeman 
killed him——-",3,0,[],False,0,False
40,15,107393696,SM,Brooklyn,"I guess this is what it looks like when Fascism takes hold in the U.S.

God help us...",21,1,"[{'commentID': 107399573, 'status': 'approved', 'commentSequence': 107399573, 'userID': 77279239, 'userDisplayName': 'yves rochette', 'userLocation': 'Quebec,Canada', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@SM God will but you have to fight too!', 'createDate': '1591165018', 'updateDate': '1591173852', 'approveDate': '1591173852', 'recommendations': 0, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107393696, 'parentUserDisplayName': 'SM', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107399573', 'isAnonymous': False}]",False,0,False
41,16,107398743,Mike,California,"Things may be slowing down a tad because there's not much left to loot, or at least the choicest large-screen TVs and Rolexes are already gone. There have been few tuly peaceful protests, just covers for looting and vandalism. The constitution guarantees the right to peaceably assemble, but the government has the duty to maintain order. Few of those protesting even try to maintain the fiction of there being peaceful protests, but rather seek to excuse the vandalism and looting that are part and parcel of the program.",18,1,"[{'commentID': 107399200, 'status': 'approved', 'commentSequence': 107399200, 'userID': 66788641, 'userDisplayName': 'Robert', 'userLocation': 'Out west', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': 'Yeah, because what Trump&Sons have done is neither vandalism nor looting.', 'createDate': '1591160662', 'updateDate': '1591175653', 'approveDate': '1591163917', 'recommendations': 14, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107398743, 'parentUserDisplayName': 'Mike', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107399200', 'isAnonymous': False}]",False,0,False
42,17,107398922,Simon,"Sydney, Australia","So now you have peaceful protestors in LA (many of whom will be taxpayers) being arrested by cops (whose wages are paid by those taxes) for exercising their democratic rights, while three cops in Minneapolis still haven't been arrested for their part of the killing of George Floyd.",23,0,[],False,0,False
43,18,107398951,PS,Massachusetts,"From the website Statista, # of people shot to death by US police:   In 2017, it was 457 whites, 223 blacks, 117 hispanic, 44 other.  In 2018, 339 whites, 209 blacks, 148 hispanic, 36 other. In 2019, 370 whites, 235 blacks, 158 hispanic, 39 other.  In 2020 (so far), 42 whites, 31 blacks, 13 hispanic, 3 other.  There is also another column labeled unknown, which has 84 white, 204 black, 202 hispanic, 139 other but not sure what that is about.",7,0,[],False,0,False
44,19,107395258,Curly,Down The Road,Don't blame him for holding the Bible upside down and backwards......it was burning his fingers!,29,0,[],False,0,False
45,20,107395756,NB,California,"Inspired by his buddy in North Korea? Or, his buddy in the Kremlin? Or, is he aspiring for his own Tiananmen square? So many awful choices...",12,0,[],False,0,False
46,21,107395475,John Orzel,"Whitney Point, New York",Barr is laughable…..,8,0,[],False,0,False
47,22,107393178,Black Mama,US,"Hundreds of black businesses and neighborhoods are being torched. Multiple black people have been killed in these riots. 
We would all do well to remember the name of every celebrity that is offering bail to the criminals that are destroying black lives.",17,0,[],False,0,False
48,23,107397800,freeasabird,"Texas, USA","A small man with immense power. 
That’s what we have here.",10,0,[],False,0,False
49,24,107398231,John,New York,"If the vice-president and cabinet members truly love this country, they should invoke the 25th amendment. Only the removal of Trump can save this country.",16,1,"[{'commentID': 107399256, 'status': 'approved', 'commentSequence': 107399256, 'userID': 1186043, 'userDisplayName': 'Peter', 'userLocation': 'Western Mass', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': ""@John  - -Won't save the country, but would certainly do more than anything imaginable at this moment. No doubt millions of us are all for it> not so sure about the cabinet and Dump's enablers."", 'createDate': '1591161355', 'updateDate': '1591174677', 'approveDate': '1591162480', 'recommendations': 9, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107398231, 'parentUserDisplayName': 'John', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107399256', 'isAnonymous': False}]",False,0,False
50,0,107398267,Yuri Pelham,Bronx,Good for George. Trumps days are numbered. I give him 2 months at most.,6,1,"[{'commentID': 107400132, 'status': 'approved', 'commentSequence': 107400132, 'userID': 60364754, 'userDisplayName': 'Olivia', 'userLocation': 'NYC', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@Yuri Pelham He will be re-elected, so many more days.', 'createDate': '1591174716', 'updateDate': '1591185969', 'approveDate': '1591185969', 'recommendations': 0, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107398267, 'parentUserDisplayName': 'Yuri Pelham', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107400132', 'isAnonymous': False}]",False,0,False
51,1,107398027,Sigmond C. Monster,Point Magu,"Geroge Bush? Seriously? George Bush really has no business weighing in on Justice and Equality. I remember him from 9-11 days. Much of the injustices we all experience today are hatched from the eggs layed via Bush's PATRIOT ACT. And dont forget VP Dick Cheney, Donald Rumsfeld and Antonio Gonzalez, or The Project for the New American Century. The Conservative Thinktank. Some us still remember what you set in motion in the USA, and what we all endure today because of it. So youre not the ""nice old Granddads"" you try to look like.",20,0,[],False,0,False
52,2,107395647,John,SC,Another example of the complete coward occupying the white house.,7,0,[],False,0,False
