,index,commentID,userDisplayName,userLocation,commentBody,recommendations,replyCount,replies,editorsSelection,recommendedFlag,isAnonymous
1210,10,107375928,RonR,MA,Trump has escalated without consequences. Now what?,14,0,[],False,0,False
1211,11,107375870,Robert,Vermont,Cities in flames and Biden staff are bailing out the rioters.  It is like he is trying to lose.,7,1,"[{'commentID': 107376583, 'status': 'approved', 'commentSequence': 107376583, 'userID': 62268742, 'userDisplayName': 'northeastsoccermum', 'userLocation': 'northeast', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': 'Biden met with protesters and religious leaders.  Trump hides in the WH.', 'createDate': '1591099731', 'updateDate': '1591137344', 'approveDate': '1591101926', 'recommendations': 3, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107375870, 'parentUserDisplayName': 'Robert', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107376583', 'isAnonymous': False}]",False,0,False
1212,12,107375817,Barry,Europe,"Why cover every move ""Bunker Boy"" makes? I understand the press has to report all relevant news. That can be - he gave a speech in the Rose Garden then had protesters blasted out of his way as he moved over to the church. There, I got the story. No need to give him the photo op.",10,0,[],False,0,False
1213,13,107375900,MM,NYC,"If the military acts as Trump directs (against the protesters rioting), the stock market will plummet.",7,2,"[{'commentID': 107377369, 'status': 'approved', 'commentSequence': 107377369, 'userID': 62227702, 'userDisplayName': 'Jeff M', 'userLocation': 'Chapel Hill, NC', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': ""@MM \nNot so sure, yesterday the Congressional Budget Office said it could take the US economy most of the next decade to recover from the coronavirus pandemic and the market futures are up this morning. This is a Shareholder economy with little regard for the plight of the American people. Look where most of the bailout money went. The Federal Reserve just invested $4 billion in Carnival Cruise lines, those aren't American jobs."", 'createDate': '1591101736', 'updateDate': '1591102217', 'approveDate': '1591101736', 'recommendations': 1, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107375900, 'parentUserDisplayName': 'MM', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107377369', 'isAnonymous': False}, {'commentID': 107376926, 'status': 'approved', 'commentSequence': 107376926, 'userID': 33025475, 'userDisplayName': 'KC', 'userLocation': 'Okla', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': ""@MM \nOur Military is either:\n\nA.  A highly tuned and expertly run machine that is organized in mind and spirit in which case they will simply ignore donald and his crew.\nB.  A highly corrupted and morally bankrupt group of Brass that will follow the rantings of any madman they call the Boss.  \nSeems we'll soon see."", 'createDate': '1591100655', 'updateDate': '1591107636', 'approveDate': '1591103553', 'recommendations': 1, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107375900, 'parentUserDisplayName': 'MM', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107376926', 'isAnonymous': False}]",False,0,False
1214,14,107375913,Christine,Michigan,They gas clergy's  too.,6,0,[],False,0,False
1215,15,107375915,John Graybeard,NYC,"As the old union organizing song says ""Which side are you on?""

The photo op of Trump standing waving a Bible after having entirely peaceful protestors gassed is something that calls for denunciation by everyone, and especially by the communities of faith. In terms that they should understand, we stand on God's side and he is on the side of the evil one.",13,0,[],False,0,False
1216,16,107376007,R  Rogers,Florida,"As I watched in disbelief the St. John's photo op last night, I remarked to my wife ""If there was a God, a lightning bolt would strike leaving a wispy column of smoke next to a Bible lying on the bricks.""",40,1,"[{'commentID': 107376865, 'status': 'approved', 'commentSequence': 107376865, 'userID': 69241481, 'userDisplayName': 'John Mitchell', 'userLocation': 'New York', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@R  Rogers That sentiment is understandable, but it\'s contrary to the teachings of Jesus. When his disciples asked him to ""have fire come down from heaven"" and consume the Samaritans, who had refused to receive them in their village, Jesus said ""Ye know not what manner of spirit ye are of. For the Son of man is not come to destroy men\'s lives, but to save them."" [Luke 9:56]\n\nIf President Trump and his followers ever bothered to learn what Jesus actually taught, they would view him with utter contempt and derision.', 'createDate': '1591100496', 'updateDate': '1591107659', 'approveDate': '1591101915', 'recommendations': 1, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107376007, 'parentUserDisplayName': 'R  Rogers', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107376865', 'isAnonymous': False}]",False,0,False
1217,17,107375841,Michael Sorensen,"New York, NY","If you worry about looting, turn your eyes to the militaries, the police, the pharmaceutical companies, the private equity ghouls, the landlords, the real estate speculators, and the billionaires. And demand that a world once looted from the vast majority be now returned to them.",40,2,"[{'commentID': 107377086, 'status': 'approved', 'commentSequence': 107377086, 'userID': 42051833, 'userDisplayName': 'David S.', 'userLocation': 'Brooklyn', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '“Which is the greater crime—to rob a bank, or to own one?”—Bertold Brecht.', 'createDate': '1591101009', 'updateDate': '1591139003', 'approveDate': '1591101394', 'recommendations': 4, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107375841, 'parentUserDisplayName': 'Michael Sorensen', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107377086', 'isAnonymous': False}, {'commentID': 107376989, 'status': 'approved', 'commentSequence': 107376989, 'userID': 33025475, 'userDisplayName': 'KC', 'userLocation': 'Okla', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': ""@Michael Sorensen \nGreat point.   Don't you wish money wasn't a destroyer of weak men, and women?"", 'createDate': '1591100771', 'updateDate': '1591119223', 'approveDate': '1591103545', 'recommendations': 2, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107375841, 'parentUserDisplayName': 'Michael Sorensen', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107376989', 'isAnonymous': False}]",False,0,False
1218,18,107375884,Sue Mee,"Sarasota, Fl","“Mostly peaceful protests?” Surely, you must be holding your sides with this one. This election in 2020 will be like 1968 with the backlash of the silent majority. Protestors will be back home with their Mommy.",7,3,"[{'commentID': 107377062, 'status': 'approved', 'commentSequence': 107377062, 'userID': 69241481, 'userDisplayName': 'John Mitchell', 'userLocation': 'New York', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@Sue Mee The silent majority, who are ""more devoted to \'order\' than to justice""; who prefer ""a negative peace which is the absence of tension to a positive peace which is the presence of justice.""\n\n<a href=""https://www.africa.upenn.edu/Articles_Gen/Letter_Birmingham.html"" target=""_blank"">https://www.africa.upenn.edu/Articles_Gen/Letter_Birmingham.html</a>', 'createDate': '1591100944', 'updateDate': '1591101404', 'approveDate': '1591101404', 'recommendations': 0, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107375884, 'parentUserDisplayName': 'Sue Mee', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107377062', 'isAnonymous': False}, {'commentID': 107377018, 'status': 'approved', 'commentSequence': 107377018, 'userID': 33025475, 'userDisplayName': 'KC', 'userLocation': 'Okla', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': ""@Sue Mee \n+1  Just ask Bernie if they don't believe you."", 'createDate': '1591100840', 'updateDate': '1591101931', 'approveDate': '1591101931', 'recommendations': 0, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107375884, 'parentUserDisplayName': 'Sue Mee', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107377018', 'isAnonymous': False}, {'commentID': 107377085, 'status': 'approved', 'commentSequence': 107377085, 'userID': 103399674, 'userDisplayName': 'Fred', 'userLocation': 'GA', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@Sue Mee \nYes we will vote trump and the republicans out of office and try to repair the damage that has been done to our contry both in and outside.  \nAnd people like you will cry with your tiny daddy at home.', 'createDate': '1591101005', 'updateDate': '1591190418', 'approveDate': '1591107439', 'recommendations': 1, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107375884, 'parentUserDisplayName': 'Sue Mee', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107377085', 'isAnonymous': False}]",False,0,False
1219,19,107375978,S R,The Big Apple,"When you have a lawless President, you devolve as a nation.

Thanks so much GOP, for having our backs.",11,0,[],False,0,False
1220,20,107376052,Fred,Up North,"The picture of Trump with his upraised right hand clutching a Bible put me in mind of images of Hitler with his upraised right hand and a clinched fist.

Let us all hope that's where the similarity ends.",9,0,[],False,0,False
1221,21,107375809,Vinnie,"Toronto, ON","Odd how Trump decided to give his ""dictator"" speech just hours after he spoke on the phone with Putin. Guess he needed some advice.",28,0,[],False,0,False
1222,22,107375892,Jim,TX,"Should violence be used against a president who repeatedly uses violence against the people he ostensibly leads?

I believe the founding fathers knew the answer to this, and I do as well.",6,0,[],False,0,False
1223,23,107375932,Socrates,"Verona, N.J.","""if you wish to know what a man really is, give him power.""

Donald Trump is a Bible Salesman.

November 3 2020",13,2,"[{'commentID': 107376691, 'status': 'approved', 'commentSequence': 107376691, 'userID': 53965093, 'userDisplayName': 'M', 'userLocation': 'USA', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': ""@Socrates \n\nAgreed.   Who holds a sacred religious book like that?\nNo one I have ever witnessed, except Trump.\n\nThis morning I'm reading International publications and various perceptions of Trump from around the World.  Their views on his horrendous treatment of Americans and his complete disrespect of sacred ground is stunning and tragic. \n( Another 10 mile hike today for me- this is sickening)"", 'createDate': '1591100017', 'updateDate': '1591104590', 'approveDate': '1591102277', 'recommendations': 1, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107375932, 'parentUserDisplayName': 'Socrates', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107376691', 'isAnonymous': False}, {'commentID': 107377093, 'status': 'approved', 'commentSequence': 107377093, 'userID': 33025475, 'userDisplayName': 'KC', 'userLocation': 'Okla', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@Socrates \nOr in the words of the Eric Trump:  If the wind blows from the West the oblong nut will not roll very far uphill.', 'createDate': '1591101027', 'updateDate': '1591103549', 'approveDate': '1591103549', 'recommendations': 0, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107375932, 'parentUserDisplayName': 'Socrates', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107377093', 'isAnonymous': False}]",False,0,False
1224,24,107375546,Hooj,London,"A very serious question..

Do you believe American troops would obey an order to shoot citizens who are peacefully protesting.

Because I fear the odds that they would do so are higher than anyone would like them to be.",8,1,"[{'commentID': 107377152, 'status': 'approved', 'commentSequence': 107377152, 'userID': 103399674, 'userDisplayName': 'Fred', 'userLocation': 'GA', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@Hooj \nAs a retired military and combat vet I am afraid you are right.  I do hope we both are wrong.', 'createDate': '1591101203', 'updateDate': '1591110271', 'approveDate': '1591102966', 'recommendations': 2, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107375546, 'parentUserDisplayName': 'Hooj', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107377152', 'isAnonymous': False}]",False,0,False
1225,0,107375612,vjn52,thehood,"I've been worried about the possibility of a new Civil War since shortly after this monstrosity took office.  First, he used the military and helicopters to intimidate peaceful protesters who were NOT out after curfew. Then he had them tear gassed just so the Monster could use church property, (without permission I might add) just brought us most of the way there.  This will just further enrage the population, and bring more enraged people out to the streets.",7,1,"[{'commentID': 107377129, 'status': 'approved', 'commentSequence': 107377129, 'userID': 33025475, 'userDisplayName': 'KC', 'userLocation': 'Okla', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@vjn52 \nI\'m really kind of surprised he wasn\'t playing some stolen Rolling Stones song like ""Sympathy for the Devil"" or some such tune.', 'createDate': '1591101139', 'updateDate': '1591101922', 'approveDate': '1591101922', 'recommendations': 0, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107375612, 'parentUserDisplayName': 'vjn52', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107377129', 'isAnonymous': False}]",False,0,False
1226,1,107375790,Ted,NY,"Yesterday, Donald Trump won, hands down, the Nicolás Maduro prize for delusional strong man most likely to destroy democracy and the economy.",35,1,"[{'commentID': 107388792, 'status': 'approved', 'commentSequence': 107388792, 'userID': 65356594, 'userDisplayName': 'notacorporateshill', 'userLocation': 'America', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': ""maybe if we sent Trump a trophy and plaque citing the Maduro Prize as the ne plus ultra of prizes for Greatest Autocrat he'd consider retiring now?"", 'createDate': '1591123932', 'updateDate': '1591125051', 'approveDate': '1591125051', 'recommendations': 0, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107375790, 'parentUserDisplayName': 'Ted', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107388792', 'isAnonymous': False}]",False,0,False
1227,2,107375808,David,Minnesota,"Trump precipitated three major crises in 2020.  Two months of early denial have led America to become the epicenter of COVID-19.  The economy has collapsed as the result of Trump's ill-conceived trade wars and Trump's bungled COVID-19 response.  And now we have national unrest, which Trump wants to suppress with the US military and martial law.

Trump has always aspired to be an authoritarian, and now he's getting his chance.  In Minnesota, where George Floyd's death triggered the national unrest, Governor Walz has listened to the demonstrators and the unrest is winding down.

After three and half years of Trump's constant lying, corruption and autocratic rule, 2020 is a fitting way to end his presidency, which has been an epic failure",8,0,[],False,0,False
1228,3,107376018,RickyDick,Montreal,"Good grief, this is a photo op worthy of a dictator. What’s next? A giant banner portrait of trump hanging down the full length of the pillars of the Lincoln Memorial, covering the statue of the guy with the beard?",17,1,"[{'commentID': 107377175, 'status': 'approved', 'commentSequence': 107377175, 'userID': 33025475, 'userDisplayName': 'KC', 'userLocation': 'Okla', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': ""@RickyDick \nWord is he's going to strap a golf bag to a horse, take his shirt off and play a televised made for tv round of golf with Pee Wee Herman."", 'createDate': '1591101271', 'updateDate': '1591111274', 'approveDate': '1591102264', 'recommendations': 1, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107376018, 'parentUserDisplayName': 'RickyDick', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107377175', 'isAnonymous': False}]",False,0,False
1229,4,107375673,ellen haiken,boston,"The show of excessive force by the police in response to protests against that very same deadly force is chilling. What were they thinking?

These images have finally made me understand the mindset of these powerful police unions, commanders, allied prosecutors, and so called ""internal investigators"" that have caused the slaughter of unarmed black men and women and the aggression against peaceful protestors this week.

My conclusion?  The police think of themselves as an occupying force in the United States.  American citizens in our communities are seen as the insurgent enemy and must be subdued and controlled. The military paraphernalia the police use on domestic soil just reinforces that thinking.

I'm frightened for the future of our very fragile democracy in what appears to be a rapidly escalating police state.",15,0,[],False,0,False
1230,5,107375599,ibgth,NY,"When a policeman allowed another policeman to commit a crime, they become complices.
When protester allowed looting, they become looters.",2,1,"[{'commentID': 107377183, 'status': 'approved', 'commentSequence': 107377183, 'userID': 81850142, 'userDisplayName': 'Alan', 'userLocation': 'NY', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@ibgth Three officers pinning a handcuffed suspect on the ground and squeezing the life out of him while one officer stands guard is murder.   They are all accomplices.  People protesting in the street while looting is going on in the buildings does not make them accomplices.', 'createDate': '1591101290', 'updateDate': '1591102674', 'approveDate': '1591101913', 'recommendations': 1, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107375599, 'parentUserDisplayName': 'ibgth', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107377183', 'isAnonymous': False}]",False,0,False
1231,6,107375654,Thomas Payne,Blue North Carolina,"He ""Loves Peaceful Protesters"" but he called the kneeling NFL players ""Sons of Bs.""",26,0,[],False,0,False
1232,7,107375784,Jack,East Coast,That picture of Trump holding the Bible aloft will be the iconic photo of this failed administration.   He wrote his own legacy last night.,26,1,"[{'commentID': 107378673, 'status': 'approved', 'commentSequence': 107378673, 'userID': 52465399, 'userDisplayName': 'Paul', 'userLocation': 'Philadelphia, PA', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@Jack \n""holding the Bible aloft"" upside down!  (Note where the ribbon page-marker is.)', 'createDate': '1591104869', 'updateDate': '1591115099', 'approveDate': '1591105762', 'recommendations': 3, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107375784, 'parentUserDisplayName': 'Jack', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107378673', 'isAnonymous': False}]",False,0,False
1233,8,107375949,Robert Stacy,Tokyo,All Trump can bring to a crisis is matches and gasoline.,8,0,[],False,0,False
1234,9,107375644,Jason,NYC,"Of all the stories the NYT writes, I’m yet to see anything critical on the mayor in nyc. He’s been a disaster since the day he was elected. He’s been the worst person for the job during covid and not the rioting. 
May 5 he said no protests during a pandemic. And then when the protests weren’t going to be against him, he allowed it. And nobody from NYT says a word.",3,0,[],False,0,False
1235,10,107375830,\_(ツ)_/,"Venice, CA","At least once a day at this point, I seem find myself in a conversation with relative strangers and inevitably a topic transitions into something related to Trump and I end up saying I can only imagine how people around the world now see us and how embarrassed i am to have this garbage human being in charge. This has been compounded over the last few months when i've reluctantly asked some colleagues abroad what they think of Trump and us and the answer is always some form of ""you don't want to know"". 

Regardless of the undeniable fact that he finished with the least amount of votes among the top 2 candidates, he won and as a result, I always wonder if people see me and assume there's a better than 50% chance I voted for him. It's kind of sickening to me.",10,1,"[{'commentID': 107377235, 'status': 'approved', 'commentSequence': 107377235, 'userID': 33025475, 'userDisplayName': 'KC', 'userLocation': 'Okla', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': ""@\\_(ツ)_/ \nWell for God's sake don't ever wear a mask or then they'll know your a Communist pinko Democrat."", 'createDate': '1591101425', 'updateDate': '1591107846', 'approveDate': '1591107449', 'recommendations': 1, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107375830, 'parentUserDisplayName': '\\_(ツ)_/', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107377235', 'isAnonymous': False}]",False,0,False
1236,11,107375985,DoubleD,to the left of Glover,"Please, Congressional Republicans, reign this guy in.  Is maintaining your power really worth what you are allowing him to do to this country?

OUR government is here to represent US.  OUR police and military forces are here to protect US.  ALL of US.  Not just the rich, powerful, white.",20,0,[],False,0,False
1237,12,107375986,Ole Olsen,"Bergen, Norway","The protests seem to work for Trump as his Reichstag Fire. Newspapers around the world conclude that on Monday, darkness descended in the USA.",5,0,[],False,0,False
1238,13,107375781,Chris,Indiana,"If you really want to see how far we have fallen at the lead of the republican party and the aid of the media, just watch Republicans from the 90's wringing their hands about President Clinton. How they had to impeach because of the example he was setting for children.

These people are traitors and Biden needs to proclaim loudly and forcefully that his first order is going to be bringing justice back to this country, starting at the top. Yes, Congressmen, Senators, and aides need to be brought to account for their treason.

Trump was elected by a crowd chanting ""Lock Her Up"" on fabricated charges that they can't even define. We have a real criminal, where are the leaders calling for him to be imprisoned?",9,0,[],False,0,False
1239,14,107375903,Bohemian Sarah,Footloose In Eastern Europe,"Step back and watch this with the eye of history. 

A weak President, doddering, clueless and vain.  

A working class and middle class who endured two decades of declining fortunes in the so-called land of plenty while oligarchy flourished. 

A sudden burst of hope with 8 years of our first Black President, smashed and defiled with the deliberate glee of a toddler by the race-baiting, illegally elected Trump backed by dark money and foreign influence and it seems the Dark Lord himself. 

Four years of systematic cultivation and incitement of heavily armed red-state thugs whose marches - with AK 47s for crying out loud! - into capital buildings is tolerated.  

More than a decade of the relentless militarization of police, who now have Humvees and armored personnel carriers and obscene stormtrooper uniforms, SWAT outfits and riot gear, all speaking to the theme of suppressing not criminality but democratic assembly. These militarized police are revealed to routinely use chokeholds and other forms of violence against the people of color whom they disproportionately target.  

Technology is used to brainwash and manipulate the truth and dissemination of facts as people become addicted to swiping and poking at their cellphones instead of watching the world around them and reading books. 

Civics is no longer taught and few people vote. 

This was inevitable.

I pray to all the gods in the heavens that it results in profound and positive change in every corner of America.",20,0,[],False,0,False
1240,15,107375517,Tom Hennessy,"Desoto, TX","Trump at church, well that's a first. You don't see any photos of him on a Sunday.  Perhaps the car broke down and the A/C wouldn't work.",5,0,[],False,0,False
1241,16,107375796,RP Smith,"Marshfield, Ma","He hid in his bunker. We made fun of it.  China even made fun of him for it.  

So he wanted a photo op of himself walking out his front gate because his ego was bruised.  For that, he had peaceful protesters gassed out of the way.  What a disgraceful scene.",34,0,[],False,0,False
1242,17,107375887,The Kid,NYC,"The whole church stunt is very Old Testament. Clearly, dear leader has an affinity for the wrath and vengeance aspects of religion. 

10 commandments? Not so much. 

God bless.",7,0,[],False,0,False
1243,18,107376008,Lawrence,Colorado,"Of course had the peaceful protesters  instead been been wearing MAGA hats and waving flags and AR15's around and screaming obscenities at nurses, no problem.  Instead of getting tear-gassed, the Dear Leader would have cheered them on.",21,0,[],False,0,False
1244,19,107375482,Jack,East Coast,"Trump intentionally stirred the pot last night; his remarks were intended to  - and did - inflame protestors rather than quelling the violence.  

Our Mad King reached lower than he ever had last night and put other peaceful Americans in danger to salve his fragile ego.",18,0,[],False,0,False
1245,20,107375490,Me,Miami,"Just go home! Enough, the American public is tired of your destruction, let people open their businesses in peace.",1,0,[],False,0,False
1246,21,107375635,Julia,South Carolina,"As an ev. Christian, I struggle daily in prayer with not hating Trump and his administration for harming others. Without a doubt, I hate their actions. Trump and his administration have consciously and intentionally manipulated the name of Jesus Christ and used cultural markers of Christianity to support their immoral and violent administration. It is utter blasphemy to associate them with Jesus Christ in any way.               In a commentary on Dante, Dorothy Sayers wrote this about the fall in the garden and those who choose to know evil instead of good. She calls it the ""Illusion of Hell"": ""If we refuse to assent to reality; if we rebel against the nature of things and choose to think that what we at the moment want is the centre of the universe to which everything else ought to accommodate itself, the first effect on us will be that the whole universe will seem to be filled with an implacable and inexplicable hostility. We shall begin to feel that everything has a down on us, and that, being so badly treated, we have a just grievance against things in general. That is the knowledge of good as evil and the fall into illusion. If we cherish and fondle that grievance, and would rather wallow in it and vent our irritation in spite and malice rather than humbly admit we are in the wrong and try to amend our behavior so as to get back to reality, that is, while it lasts, the deliberate choice, and a foretaste of the experience, of Hell.""",3,0,[],False,0,False
1247,22,107375686,James,Michigan,"As a blue dog liberal through and through, I have to be honest, I’m less concerned about the photo op story, and more concerned about police getting shot in multiple cities.",1,0,[],False,0,False
1248,23,107375911,Rocco Rizzo,"Rosendale, NY","What Nectarine Nero is playing on here is quite easy to see through.
He wanted to start a war with some other country, but he was not able to.
So now, he ignores a pandemic warning, making sure that as many as possible get ill, and die, while closing the country down. 
This didn't work so well, so amidst the ongoing violence going on after another innocent person is killed, he just goes golfing, and waits for more riots.
Now that there are riots, he feels free to quell an insurrection around the country, and use his military. When this fails, he can declare martial law, and cancel the elections indefinitely. 
He can then declare himself king, or supreme ruler, or just plain dictator.
This because he knows that when he is out of office, he is in for a very long time in court which shall end in his imprisonment, along with members of his family and administration.
The entire administration's aim is to destroy the country, while stealing as much of its resources as possible.",7,0,[],False,0,False
1249,24,107376005,Joseph Huben,Upstate NY,"There was a coup. American citizens were terrorized by federal authorities with flash bombs, tear gas, and armored forces and driven from Lafayette. It was horrific. “If you don’t dominate, you look like jerks.” Trump told American Governors in preparation for his “triumphal march” to a Church where he held up a Bible and posed. 
When the American people were horrified by the murder of George Floyd by four policemen, it wakened outrage everywhere. To watch a policeman put his weight on the neck of a defenseless handcuffed black man assisted by three other policemen two held Floyd while the other waved off civilians imploring them to let him breathe. None of the officers were stopped. No officer was arrested at the scene. 
Demonstrators gathered at the scene. Peaceful demonstrators were attacked by the Police who used tear gas, and plastic bullets on the first night. What followed was demonstrations all over the country. 
The news media turned it’s attention to violence, and looting. 4000 people were arrested. Three policemen who assisted in the murder walk free. Politicians focus on the “unrest”. Trump championed the peaceful demonstrators just before he had his forces attack them in Lafayette so he could stroll into the park. 
Will the news media focus on the dangerous dictatorial abuse of power that threatens our government and our way of life or will they resume their coverage of fires and broken glass?",9,0,[],False,0,False
1250,0,107376164,Alex,Planet Earth,Do you listen yet?,0,0,[],False,0,False
1251,1,107376119,Tom Hennessy,"Desoto, TX",Trump near a church. It had to have been Photo Shopped.,21,1,"[{'commentID': 107376356, 'status': 'approved', 'commentSequence': 107376356, 'userID': 76316208, 'userDisplayName': 'Christine', 'userLocation': 'Michigan', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@Tom Hennessy “When fascism comes to America, it will come wrapped in the flag and waving a cross.” - Sinclair Lewis', 'createDate': '1591099071', 'updateDate': '1591110476', 'approveDate': '1591101928', 'recommendations': 2, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107376119, 'parentUserDisplayName': 'Tom Hennessy', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107376356', 'isAnonymous': False}]",False,0,False
1252,2,107375931,MLB,NJ,"“For there is nothing hidden except to be made visible; nothing is secret except to come to light.”   Trump, through your cheap political Bible stunt all of your ugliness and weaknesses have been revealed.",79,0,[],False,0,False
